_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e3e2609ced5c268da13f892),female,"[""male""]",23,"{""youngest"":""21"",""oldest"":""28""}",70,white,2,senior,"[""greeklife"",""profclub"",""ta"",""clubsports""]",humec,"Human Biology, Health, and Society",mixer,starbucks,afternoon,"{""sleeptime"":""1:00am"",""waketime"":""8:00am""}",flow,actor,outdoor,"Funny, smart, level-headed","Funny, smart, level-headed",yes,yes,money,independence,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,7,3,12,fun,ESTP
ObjectId(5e3e26ddced5c268da13f893),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""22""}",64,southasian,3,senior,"[""culturalclub"",""profclub""]",cals,Applied Economics & Management,pjsnetflix,ctb,afternoon,"{""sleeptime"":""7"",""waketime"":""8am""}",shift,actor,outdoor,"Enthusiastic, unique, thoughtful","Trustworthy, friendly, funny",no,yes,time,thoughtfulness,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,7,4,16,meetfriends,ENFP
ObjectId(5e3e28f9ced5c268da13f894),female,"[""male""]",18,"{""youngest"":""19"",""oldest"":""21""}",66,white,4,freshman,"[""greeklife"",""profclub"",""clubsports""]",humec,PAM,mixer,commons,afternoon,"{""sleeptime"":""11"",""waketime"":""10""}",flow,athlete,friends,sociable unique funny,Athletic funny chill,no,no,money,reliability,Agree,Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,8,1,36,willsee,ESTP
ObjectId(5e3e2a39ced5c268da13f896),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",64,white,2,freshman,"[""profclub"",""otherclub""]",cals,Animal Science,pjsnetflix,coffee,evening,"{""sleeptime"":""12-1"",""waketime"":""8-10""}",flow,artist,outdoor,"kind, honest, intelligent","compassionate, intelligent, confident",yes,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Sort of Agree,4,2,2,fun,ISTP
ObjectId(5e3e2aa6ced5c268da13f897),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""24""}",66,latino,1,sophomore,"[""culturalclub"",""socialclub""]",arts,Sociology,pjsnetflix,commons,afternoon,"{""sleeptime"":""1am"",""waketime"":""9am""}",shift,artist,friends,"stubborn, opinionated, and compassionate ","compassionate, mature, and family-oriented",yes,yes,money,thoughtfulness,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Sort of Agree,Strongly Agree,Agree,Disagree,4,4,36,meetfriends,ISTJ
ObjectId(5e3e2ba9ced5c268da13f898),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""30""}",63,eastasian,2,senior,"[""culturalclub"",""ta""]",engineering,Electrical and Computer Engineering,pjsnetflix,bubbletea,evening,"{""sleeptime"":""2"",""waketime"":""9""}",flow,artist,netflix,"Fun, honest, nice","Nice, caring, funny",no,yes,money,reliability,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Strongly Agree,9,0,0,fun,ESTP
ObjectId(5e3e2d62ced5c268da13f899),female,"[""male""]",19,"{""youngest"":""17"",""oldest"":""21""}",65,other,2,freshman,"[""athlete""]",cals,Undecided,annex,bubbletea,afternoon,"{""sleeptime"":""12am"",""waketime"":""8am""}",flow,athlete,newfood,"Creative, trustworthy, kind","Competent, funny, kind ",no,yes,time,thoughtfulness,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Agree,2,0,0,willsee,ISTP
ObjectId(5e3e2d85ced5c268da13f89a),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""25""}",62,southasian,1,sophomore,"[""profclub"",""socialclub"",""culturalclub""]",cals,Dsoc,pjsnetflix,ctowndinner,afternoon,"{""sleeptime"":""1"",""waketime"":""9am""}",flow,actor,city,"Goofy, kind, open minded ","Kind, compassionate, goofy ",yes,yes,time,thoughtfulness,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,5,2,50,willsee,ISTP
ObjectId(5e3e2e55ced5c268da13f89b),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""22""}",69,southasian,2,sophomore,"[""culturalclub"",""socialclub""]",cals,Biological Sciences ,mixer,bubbletea,nocturnal,"{""sleeptime"":""3 am"",""waketime"":""10 am""}",shift,scientist,city,"Funny, charming, over exaggerated ","Funny, interesting, understanding ",yes,yes,time,thoughtfulness,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,4,4,8,willsee,ISTP
ObjectId(5e3e2e8cced5c268da13f89c),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",70,white,4,sophomore,"[""greeklife"",""profclub"",""otherclub""]",cals,International Agriculture and Rural Dev,pjsnetflix,fratparty,nocturnal,"{""sleeptime"":""2am"",""waketime"":""10am""}",flow,entrepreneur,friends,"Funny, quirky, easygoing  ","Easygoing, independent, funny",no,no,time,humor,Sort of Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Agree,5,0,N/A,willsee,INTP
ObjectId(5e3e2ebbced5c268da13f89d),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""22""}",71,white,2,junior,"[""socialclub"",""projectteam""]",engineering,Mechanical Engineering,study,ctb,morning,"{""sleeptime"":""8"",""waketime"":""8:30am""}",shift,artist,city,"Outgoing, charming, reserved","Understanding, open minded, attractive",yes,yes,time,thoughtfulness,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,3,,1 year,meetfriends,INFP
ObjectId(5e3e2f54ced5c268da13f89e),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""23""}",65,white,3,senior,"[""greeklife"",""socialclub""]",ilr,ILR,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""12"",""waketime"":""8""}",flow,actor,museums,"driven, sarcastic, smart","funny, intelligent, easy going ",yes,no,money,humor,Agree,Agree,Strongly Disagree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,3,1,30,meetfriends,ISFP
ObjectId(5e3e3132ced5c268da13f8a0),female,"[""female"",""male""]",19,"{""youngest"":""18"",""oldest"":""20""}",66,southasian,1,sophomore,"[""otherclub""]",engineering,Computer Science,study,bubbletea,morning,"{""sleeptime"":""11 pm"",""waketime"":""5 pm""}",flow,scientist,city,"smart, ambitious, calm","smart, funny, outgoing",yes,yes,money,reliability,Strongly Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,2,0,0,fun,ISTP
ObjectId(5e3e317dced5c268da13f8a1),female,"[""male""]",25,"{""youngest"":""21"",""oldest"":""30""}",64,white,1,faculty,"[""none""]",humec,Human Development ,pjsnetflix,bubbletea,evening,"{""sleeptime"":""11:00pm"",""waketime"":""8:30am""}",flow,actor,outdoor,"Sassy, Enthusiastic, Empathetic ","Funny, Charming, Sassy",no,no,money,independence,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,7,3,6,plantomeet,ENTP
ObjectId(5e3e3504ced5c268da13f8a2),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""24""}",64,eastasian,3,senior,"[""none""]",engineering,Electrical and computer engr,netflixchill,commons,evening,"{""sleeptime"":""3am"",""waketime"":""11am""}",flow,entrepreneur,newfood,"funny, creative, straight-forward","funny, ambitious, creative",no,yes,money,humor,Strongly Agree,Strongly Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,5,2,12,willsee,ISTP
ObjectId(5e3e3588ced5c268da13f8a3),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""26""}",62,white,3,senior,"[""otherclub"",""profclub""]",cals,Animal Science,pjsnetflix,coffee,evening,"{""sleeptime"":""11 pm"",""waketime"":""7:30 am""}",flow,scientist,outdoor,"caring, kind, loyal","humorous, kind, honest",yes,yes,time,independence,Sort of Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Strongly Agree,4,3,4,willsee,ISTP
ObjectId(5e3e3767ced5c268da13f8a5),female,"[""male""]",22,"{""youngest"":""20"",""oldest"":""24""}",66,black,2,senior,"[""clubsports""]",aap,Architecture ,pjsnetflix,commons,afternoon,"{""sleeptime"":""1:00am"",""waketime"":""8:45am""}",shift,actor,friends,"Charming, chill, observant ","Chill, funny, thoughtful ",yes,no,money,reliability,Agree,Disagree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,3,None,Zero,willsee,ISFJ
ObjectId(5e3e3804ced5c268da13f8a6),female,"[""male""]",18,"{""youngest"":""17"",""oldest"":""36""}",60,other,2,freshman,"[""none""]",engineering,CS,study,coffee,nocturnal,"{""sleeptime"":""1 am"",""waketime"":""8 am""}",shift,artist,sleep,"Short, sarcastic, reliable","Reliable, trustworthy, funny ",yes,yes,money,reliability,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,5,,,meetfriends,ISTP
ObjectId(5e3e382eced5c268da13f8a7),female,"[""male""]",18,"{""youngest"":""17"",""oldest"":""21""}",63,southasian,3,freshman,"[""culturalclub""]",aap,Architecture,mixer,bubbletea,evening,"{""sleeptime"":""2am"",""waketime"":""10am""}",flow,artist,friends,"Nice, kind, easy-going","Nice, friendly, loyal",no,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,4,2,4months,meetfriends,ISTP
ObjectId(5e3e3885ced5c268da13f8a8),female,"[""male"",""female""]",18,"{""youngest"":""17"",""oldest"":""21""}",64,southasian,2,freshman,"[""otherclub""]",engineering,ECE,pjsnetflix,ctowndinner,evening,"{""sleeptime"":""2"",""waketime"":""8""}",cancel,entrepreneur,friends,"Blunt, Smart, Witty","Smart, Kind, Funny",yes,no,time,reliability,Disagree,Agree,Strongly Disagree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,4,0,P,willsee,INFP
ObjectId(5e3e389bced5c268da13f8a9),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""20""}",61,southasian,1,freshman,"[""culturalclub""]",ilr,ILR,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""11"",""waketime"":""7""}",shift,actor,netflix,"Hilarious, chaotic, sarcastic ","Sweet, loyal, funny ",yes,yes,money,thoughtfulness,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,5,0,never ,fun,ISTJ
ObjectId(5e3e38dcced5c268da13f8aa),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""19""}",68,white,1,freshman,"[""otherclub""]",arts,Linguistics,study,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""10""}",new,scientist,study,"friendly, quiet, smart ","kind, quiet, smart ",no,no,time,thoughtfulness,Sort of Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Disagree,Strongly Agree,2,0,0,fun,ISFJ
ObjectId(5e3e38ecced5c268da13f8ab),female,"[""female"",""male""]",20,"{""youngest"":""18"",""oldest"":""25""}",69,white,1,junior,"[""none""]",cals,Information Science,pjsnetflix,commons,morning,"{""sleeptime"":""1:30"",""waketime"":""7:30""}",flow,actor,city,"open-minded, bubbly, honest ","honest, kind, funny",no,yes,time,thoughtfulness,Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,3,4,9,willsee,INTP
ObjectId(5e3e3901ced5c268da13f8ac),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""19""}",65,white,2,freshman,"[""none""]",cals,Animal Science (Pre-Vet),pjsnetflix,ctowndinner,evening,"{""sleeptime"":""2am"",""waketime"":""9am""}",flow,artist,outdoor,"kind, funny, quiet ","funny, considerate, thoughtful",no,no,money,thoughtfulness,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Agree,3,0,0,fun,ISTJ
ObjectId(5e3e3bd7ced5c268da13f8ad),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""22""}",63,southasian,3,sophomore,"[""culturalclub""]",aap,Architecture ,netflixchill,ctowndinner,evening,"{""sleeptime"":""1AM"",""waketime"":""9AM""}",shift,artist,netflix,"Nice, nice, nice","Honest, Nice, Smart",no,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Disagree,3,None,Cant rmb,meetfriends,ISTP
ObjectId(5e3e3be9ced5c268da13f8ae),male,"[""male""]",18,"{""youngest"":""17"",""oldest"":""24""}",69,white,2,freshman,"[""clubsports""]",engineering,Computer Science,netflixchill,ctb,evening,"{""sleeptime"":""1am"",""waketime"":""9am""}",flow,political,outdoor,"Intense, adventurous, lighthearted ","Caring, witty, active",no,no,time,independence,Agree,Strongly Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,5,4,3,plantomeet,INTP
ObjectId(5e3e3ea4ced5c268da13f8b0),female,"[""male"",""female""]",22,"{""youngest"":""21"",""oldest"":""26""}",68,white,1,senior,"[""clubsports""]",humec,Fiber Science,pjsnetflix,starbucks,evening,"{""sleeptime"":""11:30"",""waketime"":""7:30""}",shift,political,outdoor,"independent, determined, accepting","funny, honest, respectful",yes,no,time,thoughtfulness,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Agree,5,,,willsee,ISTP
ObjectId(5e3e3ee9ced5c268da13f8b1),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""19""}",66.5,southasian,4,freshman,"[""profclub"",""projectteam"",""socialclub"",""culturalclub""]",engineering,Computer Science,netflixchill,ctowndinner,evening,"{""sleeptime"":""1 am - 2 am"",""waketime"":""7 am - 8 am""}",shift,artist,friends,"funny, caring, understanding","sweet, smart, loving",yes,yes,time,thoughtfulness,Sort of Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Strongly Disagree,Sort of Agree,Strongly Agree,7,2,8,plantomeet,ESTP
ObjectId(5e3e3f8aced5c268da13f8b2),female,"[""female""]",22,"{""youngest"":""18"",""oldest"":""24""}",64,latino,2,senior,"[""profclub"",""socialclub"",""culturalclub"",""ta""]",aap,Architecture,pjsnetflix,ctb,evening,"{""sleeptime"":""1"",""waketime"":""9""}",shift,artist,city,into public transit,down to hang,yes,no,time,reliability,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,7,3,8,willsee,ESFP
ObjectId(5e3e416dced5c268da13f8b3),male,"[""female""]",21,"{""youngest"":""20"",""oldest"":""22""}",69,white,2,senior,"[""projectteam"",""socialclub""]",engineering,Mechanical Engineering,pjsnetflix,commons,nocturnal,"{""sleeptime"":""2am"",""waketime"":""10am""}",shift,scientist,friends,"curious, shy, kind","funny, adventurous, kind",no,yes,time,humor,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Disagree,Strongly Agree,3,0,N/A,meetfriends,ISTP
ObjectId(5e3e42d9ced5c268da13f8b4),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""23""}",69,southasian,4,junior,"[""clubsports"",""otherclub"",""ra""]",cals,Biological Engineering,pjsnetflix,bubbletea,morning,"{""sleeptime"":""12"",""waketime"":""7""}",flow,athlete,outdoor,"kind, loyal, sweet","funny, kind, honest",no,yes,time,thoughtfulness,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,4,0,0,willsee,INTP
ObjectId(5e3e458dced5c268da13f8b5),male,"[""female""]",20,"{""youngest"":""19"",""oldest"":""30""}",69,eastasian,3,junior,"[""proffrat"",""clubsports""]",engineering,computer science,mixer,fratparty,morning,"{""sleeptime"":""2am"",""waketime"":""9am""}",flow,athlete,friends,"funny, smart, haha","beautiful, amazing, spectacular ",yes,yes,time,reliability,Sort of Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,8,2,6,willsee,ESTP
ObjectId(5e3e4760ced5c268da13f8b6),male,"[""female""]",19,"{""youngest"":""17"",""oldest"":""20""}",71,white,2,freshman,"[""socialclub""]",hotel,Hotel Administration,netflixchill,fratparty,evening,"{""sleeptime"":""11"",""waketime"":""9""}",flow,political,newppl,"Energetic, Funny, Charming","Charming, engaging, outgoing",no,no,time,humor,Agree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,8,3,0,willsee,ENTP
ObjectId(5e3e47d3ced5c268da13f8b7),female,"[""male""]",18,"{""youngest"":""18"",""oldest"":""19""}",61,eastasian,2,freshman,"[""projectteam""]",humec,Environmental Design,netflixchill,bubbletea,evening,"{""sleeptime"":""12"",""waketime"":""9""}",flow,artist,friends,"Funny, artist, kind ","Kind, funny, smart",no,no,time,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,2,0.5,0.278,fun,ISTP
ObjectId(5e3e481bced5c268da13f8b8),female,"[""male"",""female""]",20,"{""youngest"":""19"",""oldest"":""25""}",62,eastasian,2,junior,"[""proffrat"",""profclub"",""otherclub"",""ta""]",humec,Nutritional Science,pjsnetflix,ctowndinner,nocturnal,"{""sleeptime"":""4 am"",""waketime"":""8:45 am""}",flow,scientist,city,"Empathetic, hard-working, driven/ambitious","Compassionate, loyal, open",yes,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,8,3,4,willsee,ESTJ
ObjectId(5e3e482eced5c268da13f8b9),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""23""}",67,southasian,3,junior,"[""ta""]",engineering,Computer Science,pjsnetflix,starbucks,nocturnal,"{""sleeptime"":""5 am"",""waketime"":""10 am""}",flow,entrepreneur,friends,"funny, nice, smart","loyal, patient, a person",yes,no,time,thoughtfulness,Strongly Agree,Disagree,Agree,Agree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,7,0,0,willsee,ENFJ
ObjectId(5e3e48afced5c268da13f8ba),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""21""}",69,latino,1,sophomore,"[""none""]",cals,Information Science,netflixchill,coffee,afternoon,"{""sleeptime"":""1:00 AM"",""waketime"":""10:00 AM""}",new,artist,friends,"funny, chill, outgoing","funny, optimistic, thoughtful",no,yes,money,humor,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,7,5,36,meetfriends,ESTP
ObjectId(5e3e4ac4ced5c268da13f8bc),male,"[""female""]",19,"{""youngest"":""18"",""oldest"":""20""}",71,other,1,freshman,"[""none""]",aap,Fine Art,pjsnetflix,bubbletea,morning,"{""sleeptime"":""1:00 AM"",""waketime"":""11:00AM""}",shift,artist,city,curious creative meticulous,funny charming carefree,no,yes,time,humor,Agree,Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,3,0,0,fun,ISTP
ObjectId(5e3e4b82ced5c268da13f8bd),female,"[""female"",""male""]",19,"{""youngest"":""19"",""oldest"":""22""}",67,southasian,1,sophomore,"[""clubsports"",""projectteam"",""socialclub""]",engineering,Mechanical Engineering,pjsnetflix,coffee,afternoon,"{""sleeptime"":""1"",""waketime"":""7:30""}",flow,artist,outdoor,"Confident, curious, loyal","Thoughtful, funny, chill",no,yes,time,thoughtfulness,Agree,Agree,Disagree,Sort of Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,5,none,0,willsee,ISTP
ObjectId(5e3e4b84ced5c268da13f8be),male,"[""male"",""female""]",22,"{""youngest"":""20"",""oldest"":""24""}",67,white,2,senior,"[""greeklife"",""profclub"",""clubsports""]",arts,Statistics,bars,ctb,afternoon,"{""sleeptime"":""1am"",""waketime"":""9am""}",new,artist,friends,"funny, social, caring","kind, outgoing, funny",no,yes,time,thoughtfulness,Agree,Strongly Agree,Disagree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Agree,Strongly Agree,8,2,10,willsee,ENTP
ObjectId(5e3e4ba4ced5c268da13f8bf),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""22""}",65,white,1,sophomore,"[""clubsports"",""socialclub"",""otherclub""]",engineering,Mechanical Engineering,pjsnetflix,ctb,afternoon,"{""sleeptime"":""1 am"",""waketime"":""9 am""}",flow,actor,outdoor,"Goofy, energetic, loyal ","Nice, nerdy, Jewish ",yes,no,time,reliability,Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Agree,Disagree,Sort of Agree,5,0,0,willsee,ISTP
ObjectId(5e3e4becced5c268da13f8c0),female,"[""male""]",20,"{""oldest"":""23"",""youngest"":""19""}",68,latino,2,junior,"[""greeklife""]",arts,BSOC,pjsnetflix,commons,nocturnal,"{""sleeptime"":""2"",""waketime"":""8""}",flow,entrepreneur,newfood,"funny, driven, sassy","kind, funny, smart",yes,no,money,thoughtfulness,Agree,Disagree,Disagree,Disagree,Agree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Strongly Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,Strongly Agree,4,2,30,willsee,ISFJ
ObjectId(5e3e4ce3ced5c268da13f8c1),male,"[""female""]",18,"{""youngest"":""18"",""oldest"":""20""}",68,latino,5,sophomore,"[""greeklife"",""profclub""]",cals,AEM,mixer,fratparty,nocturnal,"{""sleeptime"":""2am"",""waketime"":""11am""}",new,political,friends,"Talkative, funny, energetic","Fun, energetic, spontaneous ",yes,yes,money,humor,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,8,0,0,meetfriends,ENTP
